PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2026-05-14,18:07:43.74,1,1,"Bartkoski, Will",831289,Right,GEO_PAN,"Smith, Steven",840982,Right,APP_MOU,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.66813,2.328912,-5.481845,2173.039857,284.254325,3:30,3.53522,3.16377,6.02375,-42.64837,-4.17843,21.65808,2.14944,-0.12448,77.47701,-5.542215,-1.609291,0.446408,,,,,,,,,,,,-12.80666,-2.48992,-2.74511,50,3.69526,11.01704,-123.85063,3.60358,-19.72455,26.67577,-36.00899,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,55671190-4fe1-11f1-8756-3327decb847d,84.43494,,,8.19112,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:07:43.74,2026-05-14T18:07:43.7474816-04:00,2026-05-14T22:07:43.7474816Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,ee2fa912-1db2-46bf-bfab-6a71da1dc25d,54.48148,-124.81214,13.33789,3.54198,4.90151,-18.0045,-3.15503,11.72801,-9.86228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2026-05-14,18:08:02.81,1,2,"Bartkoski, Will",831289,Right,GEO_PAN,"Smith, Steven",840982,Right,APP_MOU,Undefined,1,Top,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.10717,2.611002,-6.971941,2247.189885,288.388409,3:30,3.71359,3.01008,6.01084,-43.43353,-5.26067,19.6797,2.53285,-1.84132,78.04879,-5.36954,-3.472407,0.444681,,,,,,,,,,,,-12.0593,-3.03213,-2.47034,50,3.89678,14.37199,-124.14038,4.1891,-18.75036,25.69287,-36.88855,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,60cd9e00-4fe1-11f1-8756-3327decb847d,84.76285,,,8.05838,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:08:02.81,2026-05-14T18:08:02.8171264-04:00,2026-05-14T22:08:02.8171264Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,4f55f8d9-40be-479b-b591-9c70dc94fd35,54.49402,-125.06703,12.84644,3.72171,5.51954,-18.44428,-3.00088,15.04825,-9.37518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2026-05-14,18:08:49.47,1,3,"Bartkoski, Will",831289,Right,GEO_PAN,"Smith, Steven",840982,Right,APP_MOU,Undefined,1,Top,0,1,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.13922,2.248477,-3.820504,2304.594705,288.598813,3:30,3.85268,2.80177,5.72215,-44.3266,-5.8341,21.38489,2.25902,1.01972,77.71008,-5.898298,-0.003199,0.446539,46.89715,-30.395304,-62.672508,,,,,7.20805,7.20805,-41.306262,0.070304,-12.13942,-3.34591,-2.49584,50,4.01341,7.43817,-124.71833,3.30974,-18.86368,28.22681,-37.37333,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,7c9520e0-4fe1-11f1-8756-3327decb847d,84.41019,2.46639,,8.42914,,,,3.48437,2.46639,-1.02251,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:08:49.47,2026-05-14T18:08:49.4781440-04:00,2026-05-14T22:08:49.4781440Z,GroundBall,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,0835f977-447b-48a3-b80c-3a1a5b7ee57f,54.78297,-125.79618,14.11341,3.85978,4.73684,-18.68666,-2.79362,8.15848,-9.43184,,3.48189,27.45597,,,,,,,,2.46957,-35.08199,,,,,,,,-1.0177,-53.13239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
4,2026-05-14,18:09:22.67,1,4,"Bartkoski, Will",831289,Right,GEO_PAN,"Smith, Steven",840982,Right,APP_MOU,Undefined,1,Top,0,1,2,Fastball,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,88.40611,2.589537,-3.359507,2337.302315,281.633783,3:30,4.34709,2.87481,6.16455,-39.07234,-3.19181,21.57564,3.489,1.56574,79.73033,-4.668037,0.524386,0.431123,,,,,,,,,,,,-12.33631,-2.20106,-2.63113,50,4.52376,6.66478,-128.13929,4.47894,-20.24161,29.72473,-35.78559,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,905bd790-4fe1-11f1-8756-3327decb847d,87.42859,,,8.67578,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:09:22.67,2026-05-14T18:09:22.6788352-04:00,2026-05-14T22:09:22.6788352Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,f38b6d44-fdbf-456d-b3d7-c861ed3a5400,54.34091,-129.14233,14.86237,4.35224,5.68651,-17.8928,-2.86756,7.34783,-10.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2026-05-14,18:10:04.25,2,1,"Bartkoski, Will",831289,Right,GEO_PAN,"Luft, Riley",804424,Right,APP_MOU,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.66095,2.121291,-5.393591,2343.58931,282.803295,3:30,3.74859,2.8118,6.0879,-40.96612,-3.38059,20.69808,2.30684,-0.46791,78.18548,-5.459196,-1.687361,0.441247,,,,,,,,,,,,-12.2254,-1.94079,-2.40457,50,3.89201,10.96605,-125.27097,3.24301,-19.2181,27.84529,-35.22491,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,a927cdb0-4fe1-11f1-8756-3327decb847d,85.42255,,,8.47548,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:10:04.25,2026-05-14T18:10:04.2533376-04:00,2026-05-14T22:10:04.2533376Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,d385de07-c7ec-4154-bc93-93603ffd6c17,54.41535,-126.2486,13.92264,3.75644,4.47974,-17.61246,-2.80142,11.64078,-9.60905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2026-05-14,18:10:24.16,2,2,"Bartkoski, Will",831289,Right,GEO_PAN,"Luft, Riley",804424,Right,APP_MOU,Undefined,1,Top,0,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.49259,1.050919,-5.235719,2280.90475,272.795434,3:00,3.76283,2.8925,6.0074,-38.289,0.25559,21.69761,1.54998,-0.16397,77.53127,-6.0355,-1.352414,0.446841,,,,,,,,,,,,-12.7556,0.17307,-2.49197,50,3.82472,10.47303,-123.71831,0.99765,-19.62287,26.39877,-31.90778,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,b5090860-4fe1-11f1-8756-3327decb847d,84.35311,,,7.96132,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:10:24.16,2026-05-14T18:10:24.1659904-04:00,2026-05-14T22:10:24.1659904Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,d0f3ef75-cd88-46b0-b68d-a15177028c88,54.49739,-124.67426,13.19938,3.76767,2.15309,-15.95389,-2.88408,11.18361,-9.81143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2026-05-14,18:10:47.12,2,3,"Bartkoski, Will",831289,Right,GEO_PAN,"Luft, Riley",804424,Right,APP_MOU,Undefined,1,Top,0,0,2,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,2,,87.13385,1.823429,-5.136161,2311.164811,266.452285,3:00,4.32128,2.88808,6.07995,-34.43585,2.65185,22.01737,3.14616,-0.04222,78.68246,-4.58385,-1.192097,0.438315,98.43775,22.79344,-17.462376,1905.903923,104.46051,42.38106,-34.4673,398.76752,393.50031,-20.679721,4.394563,-12.97146,1.14697,-2.50179,50,4.44454,10.44704,-126.05572,2.88778,-20.67264,27.90356,-30.34612,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,c2b51800-4fe1-11f1-8756-3327decb847d,85.99398,59.76349,,8.45139,,,,2.71508,3.27349,0.0383,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:10:47.12,2026-05-14T18:10:47.1204864-04:00,2026-05-14T22:10:47.1204864Z,LineDrive,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,86954794-955b-4ed8-9c10-99f755e217e7,54.4245,-127.03135,13.95178,4.32502,3.94881,-15.17306,-2.8797,11.16984,-10.33632,158.888733,2.71551,126.95917,-20.14884,4.44372,-0.83608,0.14711,-0.02661,0.00385,-0.00025,3.27409,55.91152,-14.47132,0.11564,0.27616,-0.16974,0.05539,-0.00871,0.00052,0.03855,-39.94553,2.35201,-0.11584,0.00616,-0.01003,0.00379,-0.00061,4E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
8,2026-05-14,18:11:43.18,3,1,"Bartkoski, Will",831289,Right,GEO_PAN,"Puig, Ethan",813911,Right,APP_MOU,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.23976,2.216354,-4.661123,2241.24467,271.87593,3:00,3.78049,2.93566,6.11412,-36.98963,0.54756,20.49025,2.75524,0.32365,78.39949,-4.64369,-0.985124,0.440963,,,,,,,,,,,,-11.84938,0.03386,-2.58758,50,3.93202,9.3553,-124.8922,3.61384,-18.67124,25.71079,-32.12072,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,e41f04b0-4fe1-11f1-8756-3327decb847d,85.47755,,,7.84027,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:11:43.18,2026-05-14T18:11:43.1864320-04:00,2026-05-14T22:11:43.1864320Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,59a11d29-731a-4854-8b0d-96a57e4b918a,54.39012,-125.79272,12.8554,3.78574,4.73886,-16.06036,-2.9267,10.00926,-9.33562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2026-05-14,18:12:00.77,3,2,"Bartkoski, Will",831289,Right,GEO_PAN,"Puig, Ethan",813911,Right,APP_MOU,Undefined,1,Top,0,0,1,Slider,Curveball,InPlay,Undefined,Popup,Out,1,0,,72.08422,3.108022,-1.096946,2313.977956,92.57742,9:00,3.76187,2.71157,6.45134,-50.58656,2.63181,-19.43088,2.40525,0.08435,65.56267,-6.355144,-4.614515,0.525052,,,,,,,,,,,,9.86386,0.88122,-2.62543,50,3.95984,2.61379,-104.62502,4.37965,10.80344,19.61139,-31.20889,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,eea7db50-4fe1-11f1-8756-3327decb847d,71.78803,,,6.52155,,,,,,,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:12:00.77,2026-05-14T18:12:00.7777792-04:00,2026-05-14T22:12:00.7777792Z,,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,19faaf17-af1c-4a3c-bfcb-293079b21d3f,54.05271,-105.38194,9.8057,3.76756,5.58418,-15.60444,-2.71826,2.19682,5.40172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2026-05-14,18:12:35.23,4,1,"Bartkoski, Will",831289,Right,GEO_PAN,"Mummau, Jake",701417,Left,APP_MOU,Undefined,1,Top,1,0,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.81546,2.83145,-5.275255,2223.239907,282.302216,3:30,3.45608,2.87314,5.76822,-42.27817,-3.43874,22.06926,2.58152,-0.21139,77.27753,-4.948458,-1.347759,0.448547,86.00326,-15.545872,-74.529365,,,,,9.38325,9.26729,-66.973745,0.074836,-12.903,-2.27106,-2.44919,50,3.6658,10.52869,-123.96133,4.6596,-19.84878,27.41085,-35.66767,GEO_PAN,APP_MOU,GeorgiaState,D1,SBELT,20260514-GeorgiaState-1,03297d90-4fe2-11f1-8756-3327decb847d,84.0323,2.53572,,8.53793,,,,1.23887,2.53572,0.14925,bccce904-6f31-4415-9426-8cf0c9241b3a,2026-05-14,22:12:35.23,2026-05-14T18:12:35.2345600-04:00,2026-05-14T22:12:35.2345600Z,GroundBall,v3,471304,471230,80fe0da105bd4015b9224a4e3f82352a,"Griffith, Cole",807519,Right,GEO_PAN,1c5c6a12-cef9-45d1-ae3d-3f0de3e1f5eb,54.73652,-125.0043,13.70542,3.46268,6.01675,-17.83384,-2.86417,11.28393,-9.92439,180,1.23798,32.48984,,,,,,,,2.53665,-33.88354,,,,,,,,0.15247,-117.38816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
