PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,03/27/26,05:03.2,1,1,"Benford, Tysen",807210,Right,GEO_PAN,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.12446,-2.058919,-2.264413,2115.174972,234.005884,1:45,6.56551,1.62229,5.9427,-25.79308,13.7506,17.14501,2.5038,0.94934,76.9382,-6.881216,0.816255,0.452595,,,,,,,,,,,,-9.40501,8.03272,-1.45113,50,6.38668,4.14035,-122.05519,-5.17604,-14.15319,24.56808,-20.08594,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,032973b0-2a29-11f1-b092-f1a67a85f99b,83.2807,,,7.18625,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,05:03.2,2026-03-27T18:05:03.1780000-04:00,2026-03-27T22:05:03.1780000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,9950b3e8-694d-4013-b04f-8db57a246f9c,54.55924,-122.96949,12.28404,6.56539,-4.42855,-10.04297,-1.61501,4.66706,-7.07659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,03/27/26,05:21.0,1,2,"Benford, Tysen",807210,Right,GEO_PAN,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,1,Top,0,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.94063,-2.798336,-3.633831,2235.702425,229.514463,1:45,6.50609,1.72219,5.87678,-19.88714,17.54891,19.01639,2.2424,-0.07279,78.91556,-6.565037,-0.228109,0.440369,,,,,,,,,,,,-10.8706,10.21792,-1.43926,50,6.2678,7.21431,-125.86466,-6.75056,-17.29223,27.54238,-15.92007,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,0dc86a60-2a29-11f1-b092-f1a67a85f99b,85.59293,,,8.02506,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,05:21.0,2026-03-27T18:05:20.9510000-04:00,2026-03-27T22:05:20.9510000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,a0207c0f-f8ab-4140-b482-2bec66a377d9,54.62611,-126.87293,13.77119,6.50426,-6.16776,-7.96003,-1.71494,7.84735,-8.64612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,03/27/26,05:37.1,1,3,"Benford, Tysen",807210,Right,GEO_PAN,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,1,Top,0,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.93645,-0.409055,-3.030591,2086.335987,253.545959,2:30,6.18723,1.8706,5.73585,-40.03908,7.24485,19.69596,2.46916,0.68699,71.00978,-7.771686,0.493856,0.494912,,,,,,,,,,,,-10.85134,4.2252,-1.63024,50,6.12834,5.19195,-111.71278,-2.0307,-13.78531,19.12944,-26.80646,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,176692e0-2a29-11f1-b092-f1a67a85f99b,76.15986,,,5.92667,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,05:37.1,2026-03-27T18:05:37.1260000-04:00,2026-03-27T22:05:37.1260000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,a1bc70c3-4386-47c6-9c0f-fcee1d8090b2,54.76878,-112.52641,9.56472,6.19047,-0.89054,-13.40323,-1.86354,5.77828,-6.89265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.72485,2.682214,1.600256,1.081958,0.2041,2.30169,-0.69829,-1.30373,5.30696,-0.83267,74.75214,10.4307,-50.05865,-1.25439,74.54731,-3.96011,5.35515,20.03873,-14.17104,-0.91108,-50.90587,5.0462,High,High,High,,,High,High,High
4,03/27/26,06:06.3,2,1,"Benford, Tysen",807210,Right,GEO_PAN,"Galloway, Rashawn",1000183398,Right,TEX_BOB,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.59663,-2.224849,-3.501984,2214.290887,216.265568,1:15,6.44769,1.6527,6.01982,-17.60048,19.62958,13.50737,2.91518,-0.46967,79.07845,-5.581485,-1.07768,0.439155,,,,,,,,,,,,-7.88158,11.06229,-1.38497,50,6.26316,7.12707,-125.51111,-5.36108,-12.56957,25.45529,-14.53189,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,28c34e70-2a29-11f1-b092-f1a67a85f99b,85.82938,,,7.51818,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,06:06.3,2026-03-27T18:06:06.2580000-04:00,2026-03-27T22:06:06.2580000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,154666f7-5450-4e7a-9a4f-07000d94a377,54.48151,-126.41675,12.72765,6.4447,-4.84407,-7.26594,-1.64649,7.57426,-6.28479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,03/27/26,06:22.0,2,2,"Benford, Tysen",807210,Right,GEO_PAN,"Galloway, Rashawn",1000183398,Right,TEX_BOB,Undefined,1,Top,1,0,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,86.869,-2.23149,-3.574638,2243.614886,241.297663,2:00,6.52238,1.44132,6.07138,-25.41903,11.54564,18.87052,2.334,-0.29846,79.41609,-6.985047,-0.180622,0.437587,104.81466,-7.271555,-16.129585,,,,,19.28914,13.33396,-14.008349,0.119113,-10.78016,6.94965,-1.17413,50,6.33549,7.11763,-125.94345,-5.70778,-17.27342,26.14789,-21.03837,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,32395580-2a29-11f1-b092-f1a67a85f99b,86.13697,2.32032,,7.45291,,,,1.24678,2.32032,0.38266,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,06:22.0,2026-03-27T18:06:21.9700000-04:00,2026-03-27T22:06:21.9700000Z,GroundBall,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,af1a7afe-5e4c-4bb3-a688-4bda8f67a2a5,54.43238,-126.86035,13.07394,6.5227,-4.97005,-10.51919,-1.43433,7.72334,-8.63671,180,1.24356,146.65708,,,,,,,,2.32074,-19.48002,,,,,,,,0.3836,-42.41244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
6,03/27/26,07:02.0,3,1,"Benford, Tysen",807210,Right,GEO_PAN,"Salas, Manuel",1000367412,Left,TEX_BOB,Undefined,1,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.4989,3.715413,2.197138,1563.201481,86.361301,9:00,6.47685,1.60489,5.138,-53.37751,1.35102,-4.66603,5.53504,3.28612,66.45258,-5.989945,1.373361,0.53245,,,,,,,,,,,,2.87906,0.2576,-1.80731,50,6.78491,-3.84769,-104.97219,5.08061,3.22788,16.97052,-31.88523,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,4a084e00-2a29-11f1-b092-f1a67a85f99b,70.79063,,,6.04631,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,07:02.0,2026-03-27T18:07:01.9680000-04:00,2026-03-27T22:07:01.9680000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,230cae13-e7f4-402a-b7f6-460b98cc98e5,55.36396,-105.83582,8.48526,6.48507,6.70323,-15.94262,-1.60732,-4.01196,1.61394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,03/27/26,07:27.5,3,2,"Benford, Tysen",807210,Right,GEO_PAN,"Salas, Manuel",1000367412,Left,TEX_BOB,Undefined,1,Top,2,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.72938,-3.031759,-4.016368,2225.572512,229.216834,1:45,6.48894,1.5618,6.10354,-22.00789,15.34446,16.26493,1.84149,-0.80344,78.78837,-7.187284,-1.09261,0.439876,,,,,,,,,,,,-9.73398,9.24575,-1.26131,50,6.24347,8.18514,-125.53391,-7.31019,-15.38645,27.64945,-17.55934,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,593e31f0-2a29-11f1-b092-f1a67a85f99b,85.6888,,,7.94101,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,07:27.5,2026-03-27T18:07:27.4640000-04:00,2026-03-27T22:07:27.4640000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,5102abc0-c96f-4013-af41-969e81236b2f,54.40037,-126.4994,13.82472,6.48803,-6.69703,-8.77967,-1.55651,8.72242,-7.69323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,03/27/26,07:44.8,3,3,"Benford, Tysen",807210,Right,GEO_PAN,"Salas, Manuel",1000367412,Left,TEX_BOB,Undefined,1,Top,2,1,1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.60335,-0.329908,-2.667261,2045.278979,257.160006,2:30,6.17163,2.02192,5.80964,-42.28199,5.70339,18.08662,2.34098,1.04684,70.12893,-8.128791,0.575602,0.49857,,,,,,,,,,,,-10.00166,3.48583,-1.81378,50,6.11942,4.51305,-111.16058,-1.92976,-12.45561,20.80195,-27.83296,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,638b5f20-2a29-11f1-b092-f1a67a85f99b,75.60115,,,6.47442,,,,,,,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,07:44.8,2026-03-27T18:07:44.7920000-04:00,2026-03-27T22:07:44.7920000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,81516dae-dbae-4f8d-bbde-3d14ab70f2a2,54.69339,-112.03544,10.40098,6.17596,-0.75921,-13.91648,-2.0146,5.03689,-6.22781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,03/27/26,08:04.7,3,4,"Benford, Tysen",807210,Right,GEO_PAN,"Salas, Manuel",1000367412,Left,TEX_BOB,Undefined,1,Top,2,1,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.78329,-0.194064,-1.440885,2065.505907,240.947003,2:00,6.33673,1.64536,5.84996,-35.07852,10.07067,15.51497,3.23312,1.59901,72.11501,-6.706163,1.343121,0.483611,66.46428,59.191428,-141.87177,4013.039073,,,,,32.35606,,,-8.39276,5.62433,-1.53752,50,6.30034,2.30548,-114.43331,-1.4466,-11.09568,21.70368,-24.73839,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,6f634b00-2a29-11f1-b092-f1a67a85f99b,77.93955,45.21678,,6.66828,,,,0.97515,3.19902,-1.49233,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,08:04.7,2026-03-27T18:08:04.7210000-04:00,2026-03-27T22:08:04.7210000Z,,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,1388bc72-a1c3-4e06-8be3-b81a9b8001d7,54.65336,-115.3125,10.85184,6.33865,-0.44448,-12.36919,-1.64002,2.75495,-5.54784,,0.97515,-39.27402,-4.82093,3.61422,-1.23247,0.36015,-0.09576,0.02275,-0.00323,3.19902,83.72462,-34.53913,5.21678,-1.06553,0.19157,-0.03587,0.00696,-0.0011,-1.49233,-30.82602,9.8981,-2.2612,0.48613,-0.09521,0.01981,-0.00368,0.0005,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
10,03/27/26,08:27.2,3,5,"Benford, Tysen",807210,Right,GEO_PAN,"Salas, Manuel",1000367412,Left,TEX_BOB,Undefined,1,Top,2,1,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,78.7888,-0.497896,-2.547318,2056.30456,254.731709,2:30,6.33551,1.5519,5.70351,-39.05707,6.44638,18.16009,2.61632,0.69,72.11251,-7.696297,0.702029,0.485505,81.98885,-1.78672,38.431037,2454.022647,,,,36.51256,36.01662,36.407136,0.299582,-10.0413,3.83189,-1.34988,50,6.26926,4.40549,-114.34344,-2.22559,-13.23723,21.92277,-27.12253,GEO_PAN,TEX_BOB,GeorgiaState,D1,SBELT,20260327-GeorgiaState-1,7cd20380-2a29-11f1-b092-f1a67a85f99b,77.63553,2.87186,,6.6763,,,,2.79531,2.87186,-0.40651,f8b8d277-8184-409f-a536-61b6da850142,3/27/2026,08:27.2,2026-03-27T18:08:27.2460000-04:00,2026-03-27T22:08:27.2460000Z,GroundBall,v3,471304,471452,9640e94ed1d546cdb5a39012795fe356,"Griffith, Cole",807519,Right,GEO_PAN,69e38b26-4bea-44b7-b188-5c5ae1565f6f,54.80061,-115.26017,10.96138,6.33861,-1.09142,-13.56126,-1.54567,4.95902,-6.61862,,2.79871,94.00177,-17.57333,,,,,,,2.87476,-3.87784,-19.11801,,,,,,,-0.40719,74.73839,-3.47107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
