PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,04/02/26,07:20.1,1,1,"Brodnax, Adam",10878097,Right,ULM_WAR,"Carlson, Hunter",830762,Left,GEO_PAN,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.91771,-2.320624,-3.794513,2336.308914,222.609456,1:30,5.5719,2.35123,5.9326,-16.49686,16.04363,13.76001,2.0382,-0.02777,84.60282,-5.455309,-1.329787,0.410567,82.26623,45.035584,-31.316448,,87.67813,82.78925,-66.42665,280.31518,140.0758,-44.836047,4.819041,-8.15882,9.21957,-2.05566,50,5.37682,8.32737,-134.6015,-5.97188,-14.91964,30.10021,-15.31464,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,b2f88d80-2ee8-11f1-89a1-ff11911151f0,91.80592,91.79223,,8.31489,,,,1.29243,2.20643,-0.00114,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,07:20.1,2026-04-02T18:07:20.0821248-05:00,2026-04-02T23:07:20.0821248Z,FlyBall,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,fad597b2-2dc9-4634-bb23-924aacc73365,54.5674,-135.61903,15.05011,5.56995,-5.45417,-7.65732,-2.34569,8.83173,-7.45982,133.364714,1.27396,73.2772,-16.25417,7.04561,-4.11435,1.84631,-0.49858,0.07056,-0.00399,2.21269,85.24551,-23.75071,1.82303,0.07887,-0.15043,0.03739,-0.00335,6.00E-05,-0.02103,-43.88375,-2.24563,3.91665,-2.97635,1.32786,-0.33468,0.04373,-0.00229,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
2,04/02/26,09:50.3,1,2,"Brodnax, Adam",10878097,Right,ULM_WAR,"Carlson, Hunter",830762,Left,GEO_PAN,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.96888,-2.762666,-4.049115,2451.511072,215.331329,1:15,5.76932,2.45961,5.79164,-17.49135,15.48934,10.14339,1.73331,-0.46808,84.0801,-6.076661,-2.238195,0.413334,,,,,,,,,,,,-6.47469,9.11855,-2.13211,50,5.53095,9.07099,-134.45229,-7.06137,-11.7141,32.31871,-15.67659,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,0c766760-2ee9-11f1-89a1-ff11911151f0,91.19118,,,8.88878,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,09:50.3,2026-04-02T18:09:50.2637056-05:00,2026-04-02T23:09:50.2637056Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,84a23eb0-8dc0-4e7b-8087-bbc0817335fb,54.70786,-135.57921,16.15935,5.76764,-6.51474,-7.83829,-2.45553,9.47945,-5.85705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,04/02/26,10:16.5,1,3,"Brodnax, Adam",10878097,Right,ULM_WAR,"Carlson, Hunter",830762,Left,GEO_PAN,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.69926,0.201808,-2.518033,2461.045952,221.533472,1:30,5.72022,2.45395,5.98607,-15.62942,15.73009,12.97351,4.605,1.19972,85.49227,-2.79856,-0.188362,0.403047,,,,,,,,,,,,-7.39264,8.31268,-2.26202,50,5.72752,5.4493,-137.34747,0.01865,-13.97718,33.32252,-16.45736,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,1c18a1b0-2ee9-11f1-89a1-ff11911151f0,93.51861,,,9.207,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,10:16.5,2026-04-02T18:10:16.4573184-05:00,2026-04-02T23:10:16.4573184Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,e50ac24c-0eae-4ffb-8caa-48e6909a34f2,54.51155,-138.43771,16.66126,5.7181,0.55709,-8.22868,-2.44779,5.9066,-6.98859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,04/02/26,10:34.0,1,4,"Brodnax, Adam",10878097,Right,ULM_WAR,"Carlson, Hunter",830762,Left,GEO_PAN,Undefined,1,Top,0,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.43772,-1.444267,-4.172282,2409.609762,214.902215,1:15,5.64363,2.3595,6.02489,-17.47379,15.33757,9.93469,2.846,-0.68373,84.01914,-4.765317,-2.391842,0.412272,60.75237,54.177591,-116.639198,4492.804562,,,,,29.40788,,,-6.33815,8.6406,-2.03789,50,5.52083,9.34137,-133.89931,-3.91595,-11.4517,30.20787,-16.56228,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,269458f0-2ee9-11f1-89a1-ff11911151f0,91.42625,36.85513,,8.41859,,,,0.88576,2.86464,0.66016,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,10:34.0,2026-04-02T18:10:34.0467200-05:00,2026-04-02T23:10:34.0467200Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,22fbc321-83dc-4085-9045-9809e3657cb6,54.47453,-134.90499,15.10393,5.64202,-3.36456,-8.28114,-2.35523,9.72262,-5.72585,20.732468,0.88576,-23.38259,-2.78304,1.38283,-0.36629,0.6932,-2.75124,4.62195,-2.67354,2.86464,72.24804,-25.74377,2.81237,-0.61025,0.7553,-2.43931,3.7789,-2.09422,0.66016,-46.61414,1.36349,0.35101,-0.13066,0.17763,-0.84212,1.54385,-0.93159,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
5,04/02/26,10:58.9,1,5,"Brodnax, Adam",10878097,Right,ULM_WAR,"Carlson, Hunter",830762,Left,GEO_PAN,Undefined,1,Top,0,1,2,Cutter,Cutter,InPlay,Undefined,GroundBall,Single,0,0,,89.78636,-1.141486,-2.84699,2712.316971,164.980231,11:30,5.57395,2.48527,5.70633,-25.14509,9.94253,-2.36142,2.4135,-0.36635,81.93876,-5.810256,-3.268572,0.426332,41.362,8.58492,-20.669265,3443.990765,,,,45.88919,44.02579,-22.924658,0.790247,0.37803,5.72815,-2.24499,50,5.46264,6.57652,-130.19069,-3.46572,0.64617,28.38353,-22.38298,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,356ed670-2ee9-11f1-89a1-ff11911151f0,88.4109,3.69155,,7.84759,,,,0.9658,2.37842,0.38401,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,10:58.9,2026-04-02T18:10:58.9372416-05:00,2026-04-02T23:10:58.9372416Z,GroundBall,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,c18215f6-63b4-405b-a17c-31a42c270004,54.79281,-131.23143,14.19177,5.57467,-2.645,-11.19149,-2.4857,6.55283,0.32308,97.476161,0.9658,56.12348,-6.05134,1.75647,-0.3939,0.04828,-0.01484,0.01308,-0.00281,2.37842,9.05565,-15.80539,0.71561,-0.06197,0.01219,0.01206,0.00203,-0.00251,0.38401,-21.1729,-2.83011,0.58409,-0.13814,0.02927,-0.01229,-0.00142,0.00186,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
6,04/02/26,11:43.0,2,1,"Brodnax, Adam",10878097,Right,ULM_WAR,"Maginnis, Wills",815491,Right,GEO_PAN,Undefined,1,Top,0,0,0,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.99109,-0.228692,-2.378599,2461.617274,170.402664,11:45,5.45593,2.56636,5.83654,-33.92734,3.56323,-0.37984,2.4159,0.3226,78.76126,-6.514413,-2.446662,0.440689,,,,,,,,,,,,-0.56488,2.26417,-2.3721,50,5.41739,5.25506,-126.13163,-1.66995,-0.89717,29.03917,-28.57811,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,4fb02e80-2ee9-11f1-89a1-ff11911151f0,85.53066,,,8.22983,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,11:43.0,2026-04-02T18:11:43.0063104-05:00,2026-04-02T23:11:43.0063104Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,590fe29f-be34-4a26-a301-34dabfd16e51,54.66221,-127.20048,14.51959,5.4595,-0.61807,-14.28906,-2.56613,5.28808,-0.44858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,04/02/26,12:03.8,2,2,"Brodnax, Adam",10878097,Right,ULM_WAR,"Maginnis, Wills",815491,Right,GEO_PAN,Undefined,1,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.83931,-2.347016,-4.581725,2446.422922,212.9423,1:00,5.55383,2.39239,6.40929,-13.62229,19.27096,11.74953,2.2525,-0.85025,83.2597,-5.001361,-2.462651,0.412786,,,,,,,,,,,,-7.46571,11.06997,-2.0688,50,5.37872,10.16593,-132.93086,-5.7869,-13.26378,30.3848,-12.50686,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,5c1f2a40-2ee9-11f1-89a1-ff11911151f0,91.31232,,,8.57961,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,12:03.9,2026-04-02T18:12:03.8547968-05:00,2026-04-02T23:12:03.8547968Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,6e7c5aec-5f7d-486f-9918-3114b0a0b36a,54.089,-133.86224,15.1924,5.55023,-5.40353,-6.25343,-2.38665,10.57251,-6.63189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,04/02/26,12:23.0,2,3,"Brodnax, Adam",10878097,Right,ULM_WAR,"Maginnis, Wills",815491,Right,GEO_PAN,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.9442,-0.204149,-3.556997,2342.586717,211.698646,1:00,5.64362,2.25008,6.37898,-16.46674,17.91879,10.31319,4.08322,-0.16714,81.05697,-3.397451,-1.694483,0.422045,,,,,,,,,,,,-6.45674,9.73134,-1.99771,50,5.62099,7.67876,-130.36944,-0.87963,-10.96978,30.68901,-15.64083,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,678a98b0-2ee9-11f1-89a1-ff11911151f0,89.30898,,,8.88722,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,12:23.0,2026-04-02T18:12:23.0025216-05:00,2026-04-02T23:12:23.0025216Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,8bc37380-1c41-4b8f-b34d-9f93ff3df47d,54.11792,-131.33522,15.34451,5.64093,-0.38741,-7.82042,-2.2448,8.02398,-5.48489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,04/02/26,12:41.3,2,4,"Brodnax, Adam",10878097,Right,ULM_WAR,"Maginnis, Wills",815491,Right,GEO_PAN,Undefined,1,Top,0,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.69072,-1.939475,-2.661073,2271.918975,212.249024,1:00,5.42777,2.40105,6.34264,-18.89792,15.44698,9.02382,2.06478,0.7014,81.67544,-5.541273,-1.029442,0.421796,,,,,,,,,,,,-5.45866,8.94705,-2.21141,50,5.27751,5.68319,-130.13817,-4.93992,-9.31535,28.56147,-16.90561,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,7278c0d0-2ee9-11f1-89a1-ff11911151f0,89.36174,,,8.01528,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,12:41.3,2026-04-02T18:12:41.3378560-05:00,2026-04-02T23:12:41.3378560Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,38333bcc-4961-4395-9fce-be7ceb8162cf,54.1558,-131.04707,14.28074,5.42615,-4.40194,-8.45281,-2.39698,5.97963,-4.65768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,04/02/26,13:11.0,3,1,"Brodnax, Adam",10878097,Right,ULM_WAR,"Garagozzo, Nick",824774,Left,GEO_PAN,Undefined,1,Top,1,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.85258,0.406544,-3.386591,1932.773331,254.078418,2:30,5.25486,2.54157,6.15499,-34.23616,6.32134,17.43883,2.77812,0.86225,75.42194,-5.98295,-0.245721,0.45836,,,,,,,,,,,,-9.9976,3.55244,-2.29267,50,5.26834,6.44645,-120.20245,-0.19835,-14.54391,24.53949,-27.00616,ULM_WAR,GEO_PAN,WarHawkField,D1,SBELT,20260402-WarHawkField-1,843109e0-2ee9-11f1-89a1-ff11911151f0,82.23323,,,7.43065,,,,,,,8660b2d2-2be0-4b3d-91bf-ad697d7118cf,4/2/2026,13:11.0,2026-04-02T18:13:11.0432768-05:00,2026-04-02T23:13:11.0432768Z,,v3,471389,471304,752300a25f7f4d35940a481c6791f5cf,"Aranda, Marcus",1000268715,Right,ULM_WAR,3cf4c497-8f16-48ac-aa40-2430fe8131e9,54.34518,-121.08628,12.26974,5.25797,0.77431,-13.50308,-2.53428,6.97027,-7.27196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
